Words,HomoDensity,Num-Neighbors,Freq-Neighbors
三十两,1,1,47
全斗焕,1,0,0
太多,1,4,1383
摩丝特,1,0,0
郑智宇,1,0,0
荷洛里奥斯,1,0,0
贝瑞拉,1,0,0
杰尔曼,1,0,0
金保美,1,0,0
圣安,1,9,2720
三角尺,1,0,0
西端,1,15,3821
让丽娜,1,0,0
奥斯本,1,1,412
帅帅,1,1,212
瑞纳德,1,0,0
高尔,1,8,867
迪路斯,1,0,0
布来克德,1,0,0
武装部,1,0,0
格莱萨,1,0,0
达沃塞,1,0,0
蒙娜丽沙,1,0,0
仁英,1,8,5026
斯蒂尔金,1,0,0
汤玛斯兰特,1,0,0
地拉那,1,0,0
斯帕科,1,0,0
桑加拉城,1,0,0
奥萨,1,3,476
和俊大,1,0,0
爱德华兹,1,0,0
邓南,1,2,2511
雷兹尼克,1,0,0
福塔雷萨市,1,0,0
车熙妍,1,0,0
佛德瑞,1,0,0
玛马汉,1,0,0
迈基拉多拉,1,0,0
麦考特尼,1,0,0
帕吉,1,23,6610
伊吉波普,1,0,0
问津,1,4,1998
菲尔费克斯,1,0,0
康恩,1,0,0
玛丽乔,1,0,0
费德曼,1,0,0
雷蒙氏,1,0,0
希尔马康福德,1,0,0
提格,1,15,3585
麦金瑞特,1,0,0
天网,1,12,3847
阿斯洛,1,0,0
霜器,1,20,11982
康维尔,1,0,0
高度表,1,0,0
小罗克,1,0,0
斯冰克,1,0,0
妮薇,1,10,13910
比杰思,1,0,0
马萨勒斯,1,0,0
本拉登,1,0,0
尼基塔,1,0,0
让戈雅,1,0,0
良慈,1,7,1665
季星,1,18,2462
古吉拉特,1,0,0
会重聚,1,0,0
朱巴卡,1,0,0
罗森奎斯特,1,0,0
佳惠,1,36,27325
艾士莉,1,0,0
宝中,1,11,4752
包尔,1,4,742
勒巴伦,1,0,0
诺阿,1,1,407
诱变,1,18,4853
罗兹,1,5,1419
戈德尔,1,0,0
佛罗连,1,0,0
火印,1,18,19208
佐达,1,5,1932
五两,1,5,628
于雷文伍德,1,0,0
他文森特,1,0,0
玉簪,1,9,2094
小特迪,1,0,0
铁砂,1,4,175
轻装简从,1,0,0
切里海德,1,0,0
瓦罗亚,1,0,0
坎帕尼亚,1,0,0
谭尼,1,5,9153
富格拉,1,0,0
斯拉特利,1,0,0
迪尼洛,1,0,0
英燮,1,12,5161
纯华,1,4,1393
四面体,1,0,0
过佐雅,1,0,0
一又四分之一,1,0,0
利伯特山,1,0,0
麦佳维,1,0,0
坎伯尔,1,0,0
弗朗明戈,1,0,0
艳照,1,13,4594
德拉库尔,1,0,0
阿诺德,1,0,0
比亚里茨,1,0,0
朴永,1,1,892
海角天涯,1,0,0
和小山,1,0,0
开阳,1,18,4551
维斯敏斯,1,0,0
采收,1,0,0
华莱特,1,0,0
威利福斯特,1,0,0
淑贤,1,7,3082
梅伦,1,9,1673
天光,1,19,4652
芭芭拉刚,1,0,0
过大白,1,0,0
贾墨,1,12,2704
葛兰莱斯,1,0,0
福斯卡雷里,1,0,0
普瑞莫,1,0,0
白菊,1,11,3510
伊斯利,1,0,0
艾罗,1,5,2894
安娜确,1,0,0
宗秀,1,4,2799
普拉莫德,1,0,0
主谓,1,24,15916
拉弗塞,1,0,0
格雷迪,1,0,0
费尼门,1,0,0
小乔希,1,0,0
平假名,1,0,0
二十九秒,1,0,0
安博尔,1,0,0
卢尔德,1,0,0
埃多,1,6,1007
斯瓦格,1,0,0
人定胜天,1,0,0
奥利弗腾,1,0,0
吕威,1,0,0
优利亚的赛维莉娅,1,0,0
赫梅特,1,0,0
发阿基,1,0,0
玛丽森,1,0,0
比哈林,1,0,0
圣尼克,1,0,0
结合能,1,0,0
普罗维登斯市,1,0,0
莉丽长,1,0,0
德福罗,1,0,0
戴可,1,12,11695
斯汤达,1,0,0
何为真,1,0,0
圣加特纳,1,0,0
莎翁不会比奥赛罗,1,0,0
乌巴尼,1,0,0
贝立欧,1,0,0
那河,1,16,26937
格吕德尤斯,1,0,0
甲强龙,1,0,0
刀利,1,29,10073
奈德曼,1,0,0
文政,1,16,6174
蒙特斯,1,0,0
维苏威,1,0,0
沃特惠特曼,1,0,0
瓜其亚诺,1,0,0
孤独独,1,0,0
圣雄甘地,1,0,0
大卫布拉尼,1,0,0
马拴,1,7,899
加斯波利特,1,0,0
约翰逊湖,1,0,0
棋王,1,13,10815
利宾纳,1,0,0
米格瑞,1,0,0
桑布,1,15,4946
熊变来,1,0,0
史盖波,1,0,0
洛塔里欧,1,0,0
连海选,1,0,0
查达劳,1,0,0
玛派尔,1,0,0
雷菲尔德,1,0,0
迪斯高,1,1,197
柳泰,1,2,163
比赫特,1,0,0
巴姆斯特,1,0,0
马丁艾默,1,0,0
马切罗,1,0,0
萨克利,1,0,0
康纳得,1,0,0
退伙,1,15,2492
哈兹堡,1,0,0
佛家,1,13,17852
弗罗曼,1,0,0
伍迪卡特,1,0,0
尼可泰帕多,1,0,0
雪山镇,1,0,0
春种,1,4,318
卡利斯特,1,0,0
蒙特斯奇,1,0,0
伊尔多,1,0,0
莎沙,1,5,1319
海瑞儿,1,0,0
麦克尔逊,1,0,0
维格拉夫,1,0,0
映现,1,24,5942
长歌当哭,1,0,0
汉河,1,16,23552
曼菲斯城,1,0,0
让法布丽姬,1,0,0
美格,1,14,28156
斯班奇,1,0,0
曼切克,1,0,0
圣路易市,1,0,0
尼克拉,1,0,0
达西,1,3,1346
洛斯戈,1,0,0
要进球,1,0,0
马哈比亚,1,0,0
仁庆,1,13,8563
吉娜,1,10,3339
阿波,1,7,722
爱因,1,7,1433
瓦齐里斯坦,1,0,0
兰德马克,1,0,0
菲德兰,1,0,0
正宇,1,23,8722
斯通克顿,1,0,0
抵京,1,8,58794
谭克,1,21,9889
拉里才,1,0,0
东西部,1,1,74
乌立希,1,0,0
南塔克,1,0,0
成胜利,1,0,0
玛尔泰斯,1,0,0
德玛科,1,0,0
科里奥兰纳斯,1,0,0
哈莱姆,1,0,0
卓有,1,12,172635
威尔金斯,1,0,0
迪比,1,2,593
他洛克,1,0,0
国色,1,16,9044
曼施塔特,1,0,0
奥斯卡秀,1,0,0
鲍勃琼斯,1,0,0
喀拉,1,2,357
葛德,1,11,4125
沃克洛,1,0,0
锡拉丘兹,1,0,0
奥特利,1,1,96
白顺然,1,0,0
埃扎德,1,0,0
伊斯雷尔,1,0,0
克奇,1,22,9935
沙勒姆,1,0,0
莫瑞尼,1,0,0
但杰利,1,0,0
银圣会,1,0,0
汝迪,1,4,716
麦克唐诺,1,0,0
席维特,1,0,0
莉娜卡利加瑞,1,0,0
博蒙德,1,0,0
千贞慈,1,0,0
丑客,1,10,2632
柳敏善,1,0,0
巴高索雷,1,0,0
老子非,1,0,0
谢他,1,1,70
子球,1,15,3843
和莉莉,1,0,0
惠特塞德,1,0,0
汤博,1,5,1083
埃默里,1,0,0
史特,1,8,4541
加布詹森,1,0,0
奈尔利斯,1,0,0
洛瑞,1,7,841
法加斯,1,1,106
恺撒,1,1,35
图库,1,13,3062
不甚了了,1,0,0
金浩勇,1,0,0
谢我才,1,0,0
李长玖,1,0,0
苏菲亚索莉娜,1,0,0
等长,1,7,18176
伊特兰斯,1,0,0
绍尔,1,6,1248
耳针,1,7,742
纳布,1,34,66469
卡利古拉,1,0,0
白星贤,1,0,0
阿历干,1,0,0
普岭山,1,0,0
倚隽,1,8,11444
卡萨勒,1,0,0
朴成泰,1,0,0
朴常秀,1,0,0
加里奇,1,1,186
克立特,1,0,0
换防,1,11,2216
德方,1,10,3401
由婕婕,1,0,0
二重性,1,1,43
贝尔格,1,0,0
短号,1,6,1081
赫伯塔克利,1,0,0
罗波安生,1,0,0
我有,1,9,40825
格丽特,1,0,0
嘉代,1,33,10336
弗拉蒂米尔,1,0,0
埃塞斯,1,0,0
格里塔,1,0,0
混淆黑白,1,0,0
召来,1,20,57603
奇尼兹,1,0,0
牛鬼蛇神,1,0,0
达洙,1,1,119
味素,1,25,70111
斯特奇,1,0,0
锡拉丘兹市,1,0,0
依波海姆,1,0,0
罗费欧,1,0,0
葛夫曼,1,0,0
埃皮克提,1,0,0
赛璐玢,1,0,0
自得,1,17,15051
雷纳尔迪,1,0,0
马多克,1,0,0
昆腾,1,1,179
曼湖,1,4,691
卡里科,1,0,0
霍黑,1,5,876
塞夫勒,1,0,0
尹道希,1,0,0
若雷恩,1,0,0
佐之助,1,0,0
韦恩斯坦,1,0,0
苏圣,1,2,163
维恩图,1,0,0
苏伯金,1,0,0
盖厄斯,1,0,0
阿布戴卡,1,0,0
汪才和,1,0,0
泰图斯,1,0,0
四十又九,1,0,0
劳动党,1,0,0
葛和雷,1,0,0
贾斯廷,1,0,0
哈库拉,1,0,0
韩钟硕,1,0,0
岩子,1,10,2362
晴美,1,9,6292
盖斯帕,1,0,0
达瑞尔,1,0,0
萨利姆,1,0,0
迈耶斯,1,0,0
塞提,1,9,36107
刚果共和国,1,0,0
伊桑,1,12,44128
卡丽普索,1,0,0
应仁,1,30,29727
里伯,1,14,5873
曼德拉守恩,1,0,0
萨普提米亚斯,1,0,0
克劳斯比,1,0,0
风雷,1,13,7260
纳西斯,1,0,0
史托摩,1,0,0
弗尼尔,1,0,0
梅索镇,1,0,0
蒙特穆罗,1,0,0
阿芝台,1,0,0
阿尔伯特芬尼,1,0,0
和淑子,1,0,0
贬谪,1,3,623
希波克拉底,1,0,0
道恩,1,3,222
容错,1,12,28210
首例,1,54,29690
德尔菲尼乌斯,1,0,0
法拉第,1,1,93
佛罗里,1,0,0
皱皱巴巴,1,0,0
韩艺媛,1,0,0
布雷特,1,0,0
悲愁,1,4,310
朱利亚斯,1,0,0
爱帕特洛克罗斯,1,0,0
史多摩,1,0,0
维尔特,1,0,0
艾丽丝约克,1,0,0
德特维勒,1,0,0
米莉贝,1,0,0
丹蒂,1,20,13479
朴正洙,1,0,0
拉西福,1,0,0
史毕兹,1,0,0
爱杰利,1,0,0
史密斯威森,1,0,0
我亭,1,3,2534
米切尔,1,0,0
库罗克,1,0,0
兆虎,1,1,348
章山,1,7,808
李纳,1,11,18791
罗勃布鲁士,1,0,0
一如我,1,0,0
沙尔,1,5,5786
汤米干,1,0,0
卡斯特,1,0,0
苏里曼,1,0,0
性行,1,31,20830
查娅,1,6,921
鲁本,1,2,574
一定非,1,0,0
宋韩娜,1,0,0
刘日汉,1,1,318
利柏,1,8,2499
比维可丁,1,0,0
莫里哀,1,0,0
他查杜巴伊兹伊丹,1,0,0
但凯洛格,1,0,0
飞花,1,8,6805
费卢贾,1,0,0
八分之二,1,1,40
卢丹召,1,0,0
姬碧,1,35,27116
利差,1,4,253
塔比莎,1,0,0
比史密斯威森,1,0,0
多爱鲍勃,1,0,0
宾果,1,7,1577
名角,1,9,6149
哪有,1,9,54256
饶有兴致,1,0,0
迈克尔多,1,0,0
若连,1,0,0
亚历山大帝,1,0,0
重启键,1,0,0
戴尼尔森,1,0,0
宋韵,1,12,6216
乔普林,1,0,0
翠亚,1,1,591
梅干,1,2,697
德怀特,1,0,0
惠特尼,1,0,0
高思里,1,0,0
赖士图,1,0,0
举报信,1,0,0
韩吉,1,22,8645
孤儿寡母,1,0,0
零点十七,1,0,0
贝拉拉,1,0,0
布科,1,20,6274
坦纳,1,4,613
佘莎娜,1,0,0
搞关系,1,0,0
赛洛维德,1,0,0
春野州,1,0,0
穆索,1,12,7184
哈里里,1,0,0
福尼亚的斯托克顿,1,0,0
刀剑能,1,0,0
二万八,1,0,0
银川,1,1,62
罗登能,1,0,0
儿士摩,1,0,0
坎伯兰,1,0,0
小杰西,1,0,0
蒙古包,1,0,0
普罗菲尔,1,0,0
李舜熙,1,0,0
王豆,1,7,1224
三愿,1,8,6312
致北野,1,0,0
总队,1,11,13543
三百二十,1,0,0
田军,1,7,766
贝京,1,13,3709
芝华,1,13,21295
塔纳卡,1,0,0
沃尔兹利,1,0,0
萨瓦尔,1,0,0
治典,1,32,13678
铺陈,1,10,807
舍帕,1,5,6399
威彭斯,1,1,194
罗刚,1,2,207
汽油机,1,0,0
温代威莱,1,0,0
坎丁斯基,1,0,0
乔威,1,3,419
加强型,1,0,0
和卡特,1,0,0
钢尺,1,11,3089
特萨,1,14,1810
弗瑞琪,1,0,0
火腿肉,1,0,0
胡戈,1,6,1542
提尔,1,5,3238
乔恩,1,1,43
尔文叔,1,0,0
地空导弹,1,0,0
艾德范伦卡,1,0,0
威金斯,1,0,0
松本惠美,1,0,0
贝希尔,1,0,0
玛哥堡,1,0,0
席琳,1,6,4288
马前卒,1,0,0
科马提,1,0,0
拉格朗,1,0,0
威龙,1,5,3579
国家栋梁,1,0,0
萨沃纳罗拉,1,0,0
民主党派,1,0,0
奥克卡,1,0,0
伊奈莎,1,0,0
惊喜交集,1,0,0
雷文洛克,1,0,0
切曼,1,6,3806
辛娜塔,1,0,0
切格瓦拉,1,0,0
布鲁菲尔德,1,0,0
克格,1,15,5990
威治,1,15,7576
锡拉丘兹的鲍勃,1,0,0
布卢明顿,1,0,0
沙伦,1,6,3534
马沙尔,1,0,0
莎兹,1,1,601
禅房,1,10,2589
个人所得,1,0,0
安哈得,1,0,0
科斯蒂略,1,0,0
费舍尔,1,0,0
尤文内尔,1,0,0
海伦娜坎贝尔,1,0,0
戴利市,1,1,37
金佑美,1,0,0
圣巴巴拉市,1,0,0
特里斯腾,1,0,0
艾芳,1,12,26620
中继线,1,1,40
莉莉思,1,0,0
查理亨特,1,0,0
克里斯狄昂,1,0,0
沃基根,1,0,0
克莱米,1,0,0
应敌,1,7,682
梅杰曼切克,1,0,0
下疳,1,8,2816
克兰克海德,1,0,0
加凡,1,14,16124
沙吉奴会,1,0,0
奥特,1,4,532
比雷埃夫斯,1,0,0
修地,1,23,14190
卡罗斯,1,0,0
汤米尔森,1,0,0
蒂尔达,1,0,0
箱体,1,16,13870
虹口,1,7,1829
毕奇利,1,0,0
霍尔木兹,1,0,0
斯特维特,1,0,0
八分之三,1,0,0
克拉荷马城,1,0,0
阿罕曼德,1,0,0
索朗,1,6,64962
保险费率,1,0,0
莫根,1,5,966
萨其亚,1,0,0
爱菲比,1,0,0
英格瑞,1,0,0
萨姆兰,1,0,0
四千八,1,0,0
普菲,1,4,2699
坎亚库马瑞,1,0,0
杰克布朗,1,0,0
好贵,1,10,604
德特,1,13,16494
艾洛克,1,0,0
拉格泰姆,1,0,0
老年学,1,1,104
奥黛丽比,1,0,0
诺维镇,1,0,0
购买欲,1,0,0
史高,1,4,680
祝贺信,1,0,0
圣昆廷,1,0,0
三级跳,1,0,0
远点,1,14,9018
克雷高夫,1,0,0
玛莉安伦,1,0,0
维拉斯,1,1,248
史宾莎,1,0,0
迈克泰格,1,0,0
多尼茨,1,0,0
玄白,1,6,25267
金尼森,1,0,0
詹金斯,1,0,0
艾奥瓦,1,0,0
尤瑟福,1,0,0
皮农,1,6,514
菲尔蒂,1,0,0
崔之子,1,0,0
我可,1,4,897
塔纳弗,1,0,0
科西,1,7,42968
国村,1,4,5865
博斯克,1,0,0
二一二,1,0,0
附着力,1,0,0
施术,1,36,17045
西敏斯特,1,0,0
史宾东,1,0,0
史帕兹卡伦,1,0,0
努阿拉,1,0,0
波特曼,1,0,0
瑞德里,1,0,0
黑贝雷,1,0,0
肥瘦,1,10,2781
斯弗,1,21,16452
塔图提克,1,0,0
利奥塔,1,0,0
西尼娅,1,0,0
威松,1,3,1851
博顿比,1,0,0
费厄泼赖,1,0,0
中缝,1,14,5246
古拉,1,9,1825
背风,1,14,2502
圣迪马斯,1,0,0
十四秒,1,0,0
母星来,1,0,0
赵薇,1,19,34443
黑格尔,1,0,0
阿米尔,1,0,0
郎地,1,11,2254
史密,1,9,5515
艾帕索,1,0,0
慧黠,1,7,2683
运程,1,32,16055
施瓦本的克赖斯海姆,1,0,0
圣卢克,1,0,0
尼科莱特,1,0,0
科里尔,1,0,0
迪斯尔,1,0,0
南山区,1,0,0
科佛罗瑞斯,1,0,0
品科,1,3,141
麦考兰,1,0,0
火镰,1,5,3830
普拉格,1,0,0
贾斯佩,1,0,0
切尔滕纳姆,1,0,0
出手不凡,1,0,0
安布罗斯,1,0,0
布查理,1,0,0
贝比鲁斯,1,0,0
伊瑞,1,47,121105
艾希尔,1,0,0
夏威兹,1,0,0
飞乐斯,1,0,0
人来开,1,0,0
莴笋,1,0,0
马西萨,1,0,0
迦太基,1,0,0
王安莉,1,0,0
托蒂,1,18,12454
葛彼得,1,0,0
罗士柴尔德,1,0,0
百丽,1,32,16824
买桑娜德,1,0,0
诊病,1,1,503
金珍雅,1,0,0
查凯撒,1,0,0
帕哈斯卡,1,0,0
穆哈德,1,0,0
佩瑞维瑟尔,1,0,0
金朱崇,1,0,0
禄莱福莱,1,0,0
格里恩,1,0,0
奥布朗,1,0,0
罗伯斯克,1,0,0
长上,1,18,34423
西格蒙德,1,0,0
基伯,1,16,3957
起首,1,25,8462
鲁西巴,1,0,0
莫莉塞特,1,0,0
诺斯特,1,0,0
帕拉马斯,1,0,0
红都,1,3,1901
于艾滋,1,0,0
奥斯里克,1,0,0
散客,1,16,6119
漂太远,1,0,0
肯尼斯诺依斯沃特,1,0,0
申相翰,1,0,0
斯卡尼,1,0,0
费格莱,1,0,0
宝琳米歇尔,1,0,0
希多尔,1,0,0
洁洙,1,14,7887
导热,1,8,3679
白头鹰,1,0,0
喀麦隆人,1,0,0
兰斯多普城,1,0,0
弗拉明,1,0,0
布努诺,1,0,0
防地,1,19,3835
钱德拉,1,0,0
成千成万,1,0,0
普斯妮凯蒂,1,0,0
呼哧,1,7,2840
萨切尔,1,0,0
皮埃尔安德鲁,1,0,0
汤米玛伦,1,0,0
唐纳迪罗,1,0,0
调谐,1,9,1374
百分之八百,1,0,0
才分,1,4,2889
阿奈,1,1,348
尼奥比,1,0,0
托尼格雷戈里,1,0,0
里奇蒙德,1,0,0
缉私艇,1,0,0
埃尼威托克,1,0,0
克诺,1,7,4910
马丁卡西尔,1,0,0
珀西瓦尔,1,0,0
小奈,1,20,3876
安琪丝蒂娜,1,0,0
摩曼,1,12,5377
泰里,1,21,76847
李施煦,1,0,0
郑秀熙,1,0,0
尤西,1,12,10074
杜克斯贝里,1,0,0
拜尔斯,1,0,0
刘健,1,34,15157
萨尔萨,1,0,0
诺利斯,1,0,0
光顺,1,8,874
金高尼,1,0,0
胡里奥,1,0,0
塔夫,1,1,63
珍妮佛,1,0,0
子那,1,5,4614
名扬四海,1,0,0
卡辛斯基,1,0,0
利谢斯基,1,0,0
卡旺诺,1,0,0
斯卡莱特,1,0,0
卡尔森,1,0,0
加奈卡雷德瑞尔,1,0,0
贝克斯希尔,1,0,0
伽师,1,19,8009
水红,1,17,2965
卡的夫,1,0,0
苏卜拉莫尼安,1,0,0
麦秆,1,7,3581
贝内迪克,1,0,0
康诺利,1,0,0
来凤,1,10,9123
欧美人,1,0,0
王月花,1,0,0
卢伊斯,1,0,0
施密特镇,1,0,0
让斯诺,1,0,0
厄赫鲁,1,0,0
莫提斯,1,0,0
海吉斯,1,0,0
萨莎,1,3,347
西波,1,14,3654
传动带,1,0,0
之介,1,22,216473
扎罗克,1,0,0
布莱克里,1,0,0
亚里士,1,0,0
德莫特里,1,0,0
霍芬博格,1,0,0
六正胜,1,0,0
杜夫,1,4,7220
甘比诺,1,0,0
因陋就简,1,0,0
杜克奥斯诺,1,0,0
格斯塔德,1,0,0
高斯,1,24,14997
费西基尔,1,0,0
瑞江,1,3,181
亚树美,1,0,0
斯文顿,1,0,0
洛朗,1,6,316
詹姆斯卡格尼,1,0,0
小铉,1,19,3688
阿列克托,1,0,0
费卡姆,1,0,0
宋洙,1,2,132
诺格里乔,1,0,0
萨沃尔,1,0,0
拉里让,1,0,0
哈蒂斯堡,1,0,0
星星点点,1,0,0
马丁尼克,1,0,0
小詹,1,12,10837
施密特,1,0,0
安格拉治,1,0,0
一铲铲,1,0,0
乌尔巴诺,1,0,0
彼得昆西塔加特,1,0,0
宁夏,1,16,11464
成泰,1,27,19449
弗朗士,1,0,0
尼克那,1,0,0
克莱伦斯麦克尔赫尼,1,0,0
储藏量,1,0,0
麦迪新洛奇克里克,1,0,0
佐村也,1,0,0
阿尔德,1,0,0
温怀特镇,1,0,0
奥比昂,1,0,0
埃尔罗伊,1,0,0
游斯基,1,0,0
小奥利弗,1,0,0
法戈,1,7,4907
北野顺,1,0,0
斯诺夫,1,0,0
柯雷恩,1,0,0
斯托洛普,1,0,0
帕特,1,1,56
如白驹,1,0,0
迪克汉姆,1,0,0
明眼人,1,0,0
埃莉诺罗斯福,1,0,0
奥尔本斯,1,0,0
史杜伊,1,0,0
亚斯特,1,0,0
童军,1,12,1555
维迪格亚,1,0,0
西赛罗,1,0,0
德蕾,1,7,1093
阿蒂斯,1,0,0
向东,1,5,1454
兰瑞,1,3,1677
黄春菊,1,0,0
基雅弗利,1,0,0
凡登,1,6,664
阿尔德索特,1,0,0
雯萱,1,2,1294
费卢杰城,1,0,0
盖洛普,1,0,0
克里尼,1,0,0
奥德尔,1,0,0
雅可夫,1,0,0
希斯仑,1,0,0
远渡,1,9,1761
弗雷蒙特,1,0,0
弗西古,1,0,0
量具,1,5,1723
老莫,1,11,2841
摩肩接踵,1,0,0
加莱蒂,1,0,0
十九秒,1,0,0
柯斯奥夫,1,0,0
维奎,1,12,2006
凯尼斯,1,0,0
钢丝锯,1,0,0
帕特布恩,1,0,0
韩相俊,1,0,0
金卜满,1,0,0
管方,1,11,4004
屯子,1,52,87405
安民,1,13,15910
尼尔森,1,0,0
采买,1,2,1710
脚灯,1,3,187
太安,1,6,2523
爱卡农,1,0,0
威罗,1,4,3842
桥身,1,12,2635
弗乐里,1,0,0
乔米,1,2,391
威佛里,1,0,0
云汉恩,1,0,0
普莱斯,1,0,0
司放,1,17,2766
马尔兹,1,0,0
朝妍,1,13,4860
科罗,1,7,2398
潘高中,1,0,0
素英,1,4,318
皮兹曼,1,0,0
贝尔埃,1,0,0
爱伊安,1,0,0
路夫,1,10,8680
内尔森,1,0,0
炳斗,1,5,1016
曼菲斯,1,1,154
克朗波,1,0,0
福哉,1,3,1116
古德温,1,0,0
克特里姆,1,0,0
由香子,1,0,0
诈降,1,3,365
帕特里斯,1,0,0
狗选秀,1,0,0
钟雄苏,1,0,0
博列,1,10,6619
贝丝通,1,0,0
惊险片,1,0,0
阿瓦特斯,1,0,0
茨海默,1,0,0
俊泰,1,7,8273
圣特雷莎,1,0,0
比尔兹利当,1,0,0
大丁,1,22,25245
牧畜,1,18,8578
门斯特,1,0,0
布兰蒂,1,0,0
两全,1,8,631
经久,1,20,14963
花轿,1,13,3994
卡萨诺瓦,1,0,0
奥里巴,1,0,0
贝尔奈,1,0,0
里格斯,1,0,0
阿里马希亚的约瑟夫,1,0,0
克雷查,1,0,0
杰克巴戈特,1,0,0
狄马斯,1,0,0
施特劳斯,1,0,0
雪城,1,12,2059
锡安城,1,0,0
奥科哈斯特,1,0,0
韩善英,1,0,0
一方平安,1,0,0
海草,1,9,1187
佐藤葵,1,0,0
会庆,1,13,5126
春泉,1,4,9981
葛楚,1,2,370
法伯,1,9,4482
塔布斯,1,0,0
尹宰,1,5,2343
让达西,1,0,0
斯托尔,1,0,0
丹格洛斯,1,0,0
从宙焕,1,0,0
米尔,1,4,911
盖洛普民,1,0,0
罗盘,1,6,704
贺松,1,1,4092
圣多明戈,1,0,0
费雯,1,10,1782
斯莱文,1,0,0
贝尔维迪尔,1,0,0
汉雷,1,4,585
席格门,1,0,0
三千二百,1,0,0
尤迪,1,12,3100
科利尔,1,0,0
阿伦萨,1,0,0
漂洗,1,10,5987
麦拉奇,1,0,0
酒精灯,1,0,0
金凯瑞,1,0,0
丹妮尔刚,1,0,0
让恺撒,1,0,0
西河桥,1,0,0
震感,1,9,4130
莫里托尔,1,0,0
卡波尼,1,0,0
顿洛普,1,0,0
蓬巴,1,8,1230
议论声,1,0,0
德劳内,1,0,0
春丽,1,28,10082
宏都,1,2,301
鲁雪夫,1,0,0
瑞森胡伯,1,0,0
彼得当,1,0,0
约德尔,1,0,0
莫斯曼,1,0,0
纳塔莎,1,0,0
汉赛尔,1,0,0
珀尔塞福,1,0,0
丁斯莫,1,0,0
山大礼,1,0,0
大威廉姆斯,1,0,0
波林尼雅克,1,0,0
一分之,1,0,0
二万七千,1,0,0
骨节,1,18,5023
译作,1,45,28133
阿维拉,1,0,0
挂虑,1,10,1113
克勒,1,11,10904
曼声咏,1,0,0
他桑嘎,1,0,0
燃料箱,1,0,0
艾帕索市,1,0,0
小球,1,24,20462
着着实实,1,0,0
麻线,1,25,5157
豁朗,1,2,243
他才,1,6,9620
卫哥帝,1,0,0
安娜卡列琳娜,1,0,0
埃姆,1,3,306
塔米,1,0,0
洛维利,1,0,0
奴才相,1,0,0
埃尔,1,3,214
希优顿,1,0,0
卡特利娜,1,0,0
碧血,1,10,1514
克罗克,1,0,0
阿基里德,1,0,0
促膝交谈,1,0,0
纳迪雅,1,0,0
管片,1,10,2667
头车恩贞,1,0,0
爱特德,1,0,0
佛蒙特,1,1,36
格朗纳,1,0,0
川恭子,1,0,0
黑德鲁,1,0,0
术来,1,24,58964
里奇迪,1,0,0
姆巴,1,7,10851
艾斯亚,1,0,0
瞎干,1,14,17527
杜格拉斯格雷,1,0,0
往时,1,22,19748
北谷,1,8,505
天良,1,18,4468
里希特霍芬,1,0,0
路复活,1,0,0
国国,1,10,5886
克洛,1,19,9364
海姆利克,1,0,0
金敏军,1,0,0
温奈特卡,1,0,0
普利莫,1,0,0
沙米,1,5,6416
邋里邋遢,1,0,0
布里亚,1,0,0
艾夫纳,1,0,0
重启,1,6,1251
戴克维奇,1,0,0
和蔓叶,1,0,0
奇斯蒙,1,0,0
温希普,1,0,0
严以自律,1,0,0
吁请,1,12,8218
图杜,1,20,6538
龙帝,1,12,2479
布汝克,1,0,0
勤政,1,11,2220
拉斯维拉,1,0,0
里学来,1,0,0
左宗棠,1,0,0
丙丁,1,1,1064
圣得西,1,0,0
摸门,1,12,5079
亚拉亚,1,0,0
马那拉,1,0,0
皮蒂,1,16,3555
司马昭,1,0,0
克劳福特,1,0,0
炉条,1,3,417
弗宁坦,1,0,0
万德曼,1,0,0
蒂崔得,1,0,0
白斩鸡,1,0,0
枞树,1,16,2257
莫迪,1,5,473
卡巴罗,1,0,0
广汉,1,6,2670
皮尔,1,3,2449
江夏丰,1,0,0
桑达克,1,0,0
贾维尔,1,0,0
麦克劳夫伦,1,0,0
巴姆斯,1,0,0
多米尼克让他,1,0,0
曼特普利顿,1,0,0
解释权,1,0,0
方盒,1,7,650
谷的斯鲁巴,1,0,0
戴维森,1,0,0
库斯科,1,1,300
满汉全,1,0,0
格兰丁,1,0,0
倚老卖老,1,0,0
正如平,1,0,0
迪葛斯鲁迪葛斯,1,0,0
赛尔维吉,1,0,0
马尔库塞,1,0,0
马苏德,1,0,0
赵英淑,1,0,0
讲排场,1,0,0
斯库泽,1,0,0
维沃,1,16,3030
纽拉,1,4,5094
麦海,1,2,644
精饲料,1,0,0
拜把兄弟,1,0,0
艾德汤普森,1,0,0
奥朗,1,2,137
埃莉诺,1,0,0
山米尔,1,0,0
圣海伦,1,0,0
性岩,1,16,5335
奥兰多迪士尼,1,0,0
都铎,1,3,634
莱斯顿,1,0,0
莫通,1,9,1276
戊戌年,1,0,0
野本,1,4,26977
形骸,1,11,10212
弗德曼,1,0,0
体健,1,25,7087
赫夫,1,4,7220
威立会,1,0,0
布迪卡,1,0,0
山海经,1,0,0
支付款,1,0,0
王奇柏,1,0,0
拉斯帕尔玛,1,0,0
多妮,1,3,931
比雅芙,1,0,0
克斯哥,1,0,0
托瑞利,1,0,0
活食,1,22,18259
柯历加,1,0,0
朴正熙,1,0,0
瑞基娜,1,0,0
加科,1,13,2949
